id,board,context,chunk,keyword
165,男女,"「我失去了自己的形狀
我看到遠方 愛情的模樣」

我到現在才明白，走了那麼久，我才終於看清楚愛情的模樣。

關於愛的定義，每個人都有不同的觀點，有些人認為細水長流是愛，有些人認為轟轟烈烈
是愛，也會有人覺得上床的纏綿悱惻才算愛.....
在我的想法裡，愛不是只有一時的火花璀璨，更多是背後付出的時間與溝通。

曾經，我以為我遇到了非常契合的對象。
我們是那樣的無所不談，你說的每一句話我都覺得好好笑，在你眼中，我發現我自己是那
麼珍貴，那麼特別。

我記得，你知道我很愛吃，每一次吃東西時，都用寵溺的眼神把自己的食物夾給我吃。
我記得，晚上我們騎機車去兜風時，你都會怕我冷，在車廂老早就準備好專屬我的外套。
那時我在你機車後座環抱著你時，把頭靠到你的肩膀上，在前座的你對我說，不管騎去哪
裡，路繞到哪裡，只要有我就好。

我們會一起聊未來，一起愛著同類型的音樂，討論陳綺貞真的有才華又正，Hush又有新歌
了，哪個藝人、哪個樂團的歌多好聽，看過幾場演唱會，一起幫對方挑衣服，有一樣的品
味，一起看完電影後興奮的討論著劇情，我們有好多一樣的興趣，一樣重疊的交友圈，那
時候我們的眼睛都是閃閃發亮的，建立了那麼多專屬我們的回憶，你總是把我捧在手心裡
愛。
這些都歷歷在目，都刻在心裡頭。

每個月月經來的時候，當我痛到只能在床上睡覺，你會非常心疼的馬上去買熱的給我喝，
抱著我跟我說，給你抱就不痛了。
我記得，第一次和你跟其他朋友出去吃飯時，
你眼裡面看到我的害羞。
我也還記得，接到電話聽到你車禍的時候我急哭的感覺。
那幾年的我真的感到非常幸福，真的是幸福。
我甚至不敢相信我會那麼幸運，遇到了一個跟我那麼合又對我那麼好的對象。
連朋友都會跟我說我真的是找到了個很好的男人。

可是交往三年，慢慢的你認識了一群新的朋友，從我們遠距離的開始，你卻變了。
我們之間的爭吵越來越多，你卻不願意跟我溝通。
當我對你說，有什麼問題我們都可以提出來說，你只回我，你是一個很難溝通的人。

其實我可以感覺到我們之間微妙的改變，但我不想去面對，我總覺得如果說破了是不是一
切都無法挽回了，所以我寧願當一隻鴕鳥，因為太害怕知道答案，所以選擇逃避。

最後，你還是說出口了，你想跟我分手，那一刻，我非常責怪我自己，我覺得一定是我不
好，你才會離開我。
幾個禮拜都無法入眠，也無法吃東西，連原本最愛吃的我，看到最愛吃的食物也變得索然
無味，而我只會哭。
但到後來，我才明瞭一切原因是因為她，那個讓你很快樂的她。
分手前，當你跟那些新朋友出去，不想帶我去的時候，我感到委屈問了你，為什麼你那些
新朋友不讓我去的時候，你卻指責我的不是。

我不敢相信，站在我眼前的你，是口口聲聲跟我說過，會跟女生保持距離的你，不會辜負
我的你。
我也不敢相信，眼神閃爍，言語模糊的你，是那麼沒擔當的男人。
當我哭的時候，你用漠然的表情跟我說，妳想這樣哭，就這樣一直哭啊，妳要這幾天都這
樣哭也沒關係。
用無辜的態度說，你也不知道為什麼你會喜歡她。
那如果你們兩個都是如此的無辜，那這樣受傷的我呢？又算什麼？

當我看到你跟我分手後，迫不及待辦了新的ig發了跟她的合照時，你們笑得多開心，的確
，我還是會心如刀割，我還是那麼想念。
我最在意的是看到你寫出『後悔的事情太多，不能再後悔時』這句話時。
我的心就像是有人用刀，用盡最大的力氣，一次又一次來回的割在我的心上，痛到我不能
呼吸，指甲都把手掐到流血了，我還不願意放過自己，還去打探他們的消息。
我很疑惑，難道那些三年就只剩下後悔嗎？
後悔到連誠懇的對不起都沒有嗎？

事實逼我不得不承認，當初認識的他，真的變了。
那個以前我眼裡那麼真摯善良的他，怎麼會變成一個我完全不認識的陌生人？
為什麼曾緊緊相依的一對靈魂，也會變成各自漠然再也沒交集的靈魂？
為什麼我想說些什麼，但兩人之間的尷尬，讓我的喉頭像是被魚刺哽住一樣，說不出話來
。
我到很後來才懂，心變了，就算用盡了所有方法想留住一個不愛自己的人，都是徒勞，都
是無功。

在這之後，我痛苦了一年，我的心始終沒有真的好起來。
我總是覺得自己不夠好，我開始尋求方法想讓自己變更好，因為大家都說，如果你變好了
你根本就不會在在乎那些傷害你的人了。
所以我用了非常多方式想讓自己變更好，不管是運動、閱讀、擴增朋友圈、還是訂定人生
目標，我都非常努力的去做。

可是我卻發現我很不快樂，每當夜深人靜，失眠時，我總是自問自己，我真的好嗎？
我是否值得被愛？
如果真的值得被愛，那為什麼當初如此深愛我的人會離我而去？
太多問題沒有人可以給我解答，我被困住了，我被我自己給困住。
我忘了享受一個人的生活。
我也忘了我該為自己的快樂負責，而是用非常在意他們的心態想變好。
我的一切都是為了他在當出發點。
原來，我還是為了他而活。

當我又一次從共同朋友耳中聽到他們的時候，雖然表面裝的一點都不在乎，但我回家後還
是崩潰了，我氣自己，也氣他們。
氣他們，憑什麼可以那麼快樂，把他們的快樂建築在我的痛苦上面。

氣那個女生，她一直都是知道我們是在一起的，卻還是介入，甚至是在我們在一起期間時
，說要跟我當朋友，難道當朋友，結果卻是這樣搶人男友的嗎？
（雖然我一點都不意外她是這種搶人男友的女生，因為她就是會跟有女友的男生，還有一
般男生朋友勾勾搭搭，但我不敢相信竟然是發生在我身上，而且那個女生完全是跟我個性
相反類型的女生，我很驚訝他怎麼會愛上她）
我也氣他，那些三年純粹的快樂，難道只剩下我一個人記得嗎？
那些不足的地方，我都非常願意改，也很願意讓自己變更好啊，為什麼要用這種方式來傷
害我？
甚至我曾經跟他說過，我不喜歡那個女生到處黏男生的態度，他卻是反過來指責我，一直
幫那女生講話，說她那樣只是對待朋友的方式，我其實不懂，勾搭男生叫對待朋友的方式
？
我甚至還很氣，在分手的當下，那女生的好朋友還在我面前兇我，說他們只是曖昧，這樣
子並沒有錯，甚至拿他的手機封鎖我。
但他明明都知道我被罵，卻裝作什麼事情都不知道也沒發生過，完全不管我被別人欺負。
雖然我也知道一個人不愛一個人的時候，人可以做到絕對的無情，但還是對他感到非常失
望。
那些對他最後一道底線的希望，全部全部都碎裂。

但我更氣的是我自己，我到底在幹嘛？
我為什麼還要在乎他們那些人？
因為在乎的話就輸了。

直到後來，我看到我朋友的未婚夫錄給她的生日影片時，我哭了，大哭一場。
也許是一時情緒高漲，也許是一時的氣氛感染，也許是想到自己失敗的感情。
那一刻，我無法克制我自己，我在朋友面前哭到抽蓄，我很幸運在這段期間，有朋友不斷
聽我鬼打牆的話，還不離不棄安慰我。

其實在那件事情發生之後，我忽然發現好像有什麼東西推進我，讓我走出來了。
我想是我心裡面默默的感到原來這是愛。
雖然是在螢幕外的我、卻可以非常清楚感受到她未婚夫對她的愛。
那種溫度，跟他看她的眼神，是愛。
我發現，真正長久的愛，是需要忠誠、溝通與負責任的......

而以前的我，總是活在粉紅色泡泡裡面，
以為愛可以很簡單，忘了怎麼去經營一段感情。
我也以為有愛就可以戰勝一切，橫衝直撞的認為轟轟烈烈才是真的愛。
忘了兩個人的價值觀是否契合，在男女的相處分寸是不是有一樣的共識，太多太多我都沒
有真的去確認。
我只憑著自我的感覺，深愛著他，還沾沾自喜地覺得我們是天作之合。
我戴著粉紅色濾鏡看待我們的愛情，卻忘了現實終究是現實，愛這件事情的背後是需要責
任，而不是只有所謂他好好笑，他對我好，我愛他，他愛我，不承擔背後的責任，就是愛
的樣貌。
真的是直到他打碎了我所有對愛情的幻想，我終於看清楚。
真的愛不是長成我們這樣。
真的愛應該是兩個人一起成長為更好的人，保有自己的空間，就算一刻不在一起也不是沒
有對方不可。
就像小王子裡的玫瑰一樣『你在玫瑰身上所花費的時間，讓你的玫瑰花變得如此重要。』
我們每個人的時間都是可貴的，我們能夠花費多餘的時間投注在另一個人身上，
那是因為我們重視他，而這樣的重視使他成為這世界上獨一無二的玫瑰。

我也才發現，每個人不是要一百分的完美才值得被愛，
我不敢說我自己變多好，但我敢說我變得比以前的我更好，而那個以前不好的我是如此的
被他深愛著，為什麼現在的我更好了，卻不值得被更好的人愛著呢？
而就算是以前不好的那個我，也還是我啊。

分享泰戈爾說的一段話
：『有一個夜晚我燒毁了所有的記憶，從此我的夢就透明了。有一個早晨我扔掉了所有的
昨天，從此我的脚步就輕盈了。』
是啊！當我看到這一段話時，我才發現我時時刻刻都在反芻與他之間的回憶，不管是去到
一起去過的餐廳，還是走過的路口，那些細枝末節都藏在我心裡，在我回憶的時候一一浮
現，那些曾經好像昨天才發生過一樣，而我永遠都被困在回憶的洪流裡。

我一直不想去想為什麼我要這樣，直到我靜下心聽著自己深處的聲音，自問著自己幹嘛要
這樣反芻時，我才願意承認，是我不想忘記那些美好，我怕我真的就遺漏了那些最純粹。
但越是想起就越是痛苦，因為那些美好總是狹帶著傷口，映襯最後結束的醜陋。

在我一直不放過我自己時，有一天我朋友跟我說，『很心疼妳這樣折磨妳自己，妳不需要
那麼努力也值得被愛的啊！』
我眼淚還是不爭氣地掉下來，原來我身邊是有那麼多愛我的人。

真的奉勸大家感情就算走不下去，也請好好分手，別劈腿，也許你會感到一時的愉悅與刺
激，但是身而為人，劈腿這件事情真的會帶給愛你的人極大的傷害與全盤否定自己不好，
以及對愛情的陰影。
而會劈腿的人，就是自私，把自身的利益看得比其他人都來得重要，完全不管一個深愛自
己的人的死活，只顧自己好不好，快不快樂而已。

後來想想，遇到劈腿的人，一定要馬上頭也不回的瀟灑走，而我就是錯在苟延殘喘地以為
可以追回所有。
但劈腿的人不會回頭！！！！
就算回頭了，那也絕對只是他自己的一時寂寞！！！！
因為當你自己是那麼願意真心真意付出感情的人，到底為什麼還要跟如此自私的人在一起
？
就算那個人曾經有多好，也都回不去了，傷口在那邊，就算癒合了，也永遠會有一個疤。

我有一位喜歡的作家胡淑雯在書裡說：
「『痊癒』是一個非常可疑的字眼，痊癒預設了某種身心『復原』狀態，不曾生病受傷的
狀態。
可是，人怎麼可能回到『原點』呢？『原點』在哪裡？」

我非常可以理解這一段話，
但若沒有破滅，何來成長？
每個人都不喜歡長大，但我們都被迫的必須長大。
我的愛情在那一刻破滅了，但我也長大了。
真的要做到包容的，只能把沙子揉碎在眼睛裡，但那會有多痛？
現在的他，是永遠不可能變回我過去記憶中的那個單純又美好的他。
人無法回到過去，只有現在才是最重要的。
誰都不能改變那些曾經，也無法撼動那幾年純粹的快樂，但更不可能改變這樣的結果。
或許，他有他的人生功課要做，我也有我的人生旅途要走。

唯一可解的就是，好好的過好自己的生活，好好保護自己，好好對自己負責。
必須永遠要重複跟自己說一百遍，自己永遠是值得被愛的：-)

到現在，我才更知道所謂關於愛情的模樣。
原來是我不在痴痴的仰望他，不因為他的愛來肯定自己的價值，人生也不再是為了他而喜
怒哀樂。
而是就算處在一個人的階段，我也懂得我自己的珍貴。
————https://youtu.be/QFQBFq7Rt_c最後私心推薦女神版本愛情的模樣

--",我還是那麼想念,想念
166,男女,"事情是這樣的
小弟有一個女朋友 應該說前女友
因為遠距離的關係（台美）處的不好
在一月初走到了結局 不是劈腿就是無縫
對象還是認識的（之前一起遊戲認識的朋友）
本來以為沒有聯繫了 都封鎖了
剛剛突然跳出DHL的訊息說有個包裹我miss了
可以確定應該是她寄的生日禮物 我2/5生日
現在卡在要收還是不收
說實在心裡有點開心 ..
分開後雖然沒有聯繫
但說不想念不想復合是騙人的
但又很怕她只是把我的東西寄回來給我....
那樣很難堪 我不是一個會拿回以前東西的人
我也不想睹物思人 在我們一月初當初分手的隔天
她送的聖誕禮物因爲卡在海關拖了一個月才到
而我到現在都沒拆開怕眼淚潰堤

請問我現在到底該怎麼做...收件還是退件？
抱歉打的很亂 因為實在不知道怎麼做...

--","事情是這樣的
小弟有一個女朋友 應該說前女友
因為遠距離的關係（台美）處的不好
在一月初走到了結局 不是劈腿就是無縫
對象還是認識的（之前一起遊戲認識的朋友）
本來以為沒有聯繫了 都封鎖了
剛剛突然跳出dhl的訊息說有個包裹我miss了
可以確定應該是她寄的生日禮物 我2/5生日
現在卡在要收還是不收
說實在心裡有點開心 ..
分開後雖然沒有聯繫
但說不想念不想復合是騙人的
但又很怕她只是把我的東西寄回來給我....
那樣很難堪 我不是一個會拿回以前東西的人
我也不想睹物思人 在我們一月初當初分手的隔天
她送的聖誕禮物因爲卡在海關拖了一個月才到
而我到現在都沒拆開怕眼淚潰堤

請問我現在到底該怎麼做...收件還是退件",想念
167,男女,"唉！
過年到了，回家一定會被問哪時候要結婚
哪時候才要交男朋友
已經28歲了，也交過幾任男朋友，兩年前分手到現在，只是剛好這年紀沒有男朋友，我媽
就急的要死，深怕我嫁不出去
雖說我真的也老大不小了。

在還沒回家過年前，我媽就說她朋友想要幫我介紹對象
我堅決說不！叫我媽去回絕人家，但我媽也不知道怎樣，說不好意思拒絕人家
結果今天晚上男方一家人就這樣跑來我家作客
結束了一場快速的郎無情妹也無意的相親。
我媽當然也被我們全家唸到爆炸

有時候真的懷念學生時代的愛情，隨便班上的同學都有男朋友，到了出社會，同事有些年
紀比我大也沒男朋友，真的覺得工作之後要找到對象真的很難了。

晚上躺在床上不禁想著，我到底在幹嘛？
我這年紀的同學都結婚生小孩了，而我現在竟然沒對象，還要長輩介紹對象。

老實說我也很害怕，是不是真的要這樣孤單一個人了。

常常會有人很堅信告訴我們，一定要相信，會找到那個對的人，好的男人是值得等待的。
但經過歲月的流逝，漸漸也會失去信心，覺得自己應該也找不到那個人了；而且老實說好
男人早就被挑走了。

有時候不禁懷疑，是不是到了這個年紀，好像找不到那個對的人了。





--","
我媽當然也被我們全家唸到爆炸

有時候真的懷念學生時代的愛情",懷念
168,男女,"一整夜無法入眠，尋求文字催眠自己雙眼，卻還是看著天亮了
今天29日是我們兩個月紀念日，但…前一兩天吵架、冷戰、分手？
其實你說的「我覺得那就這樣吧」，不懂是分開還是就先目前這樣
模稜兩可的答案，我只求你一刀痛苦，卻得到你不殘忍中的殘忍
愛不愛也不願意說…心痛、想念隨著酒精化學反應下，淚水不爭氣崩潰
一天一天告訴自己不要有任何希望，就這樣是結束了，但心在騙自己
夜深人靜總望著捨不得消去置頂的對話視窗，也知道再也不會亮起未讀訊號
只希望29日快過吧，這天我希望放下所有奢望，不在想起你
認識三個月，再一起兩個月，只怪我以為時間會守護我們之間的愛
卻沒想到因為我的冷淡、懷疑、不信任，踩著你的點，你的原則
如果不愛…哪會有這些情緒，你不是知道的嗎？
第一次我吃醋你笑了，因為覺得我喜歡上你了
第二次吃醋你開心了，因為覺得我真的愛你了
第三次吃醋沒安全感，你卻覺得我在任性無理
如果誰先認真就輸了，那我寧願不那麼在乎你

29日，紀念日，也是讓自己忘了的日子
謝謝你寶貝瑞，我真的感受到你是疼我的

只想說說心情…

--","卻得到你不殘忍中的殘忍
愛不愛也不願意說…心痛、想念隨著酒精化學反應下",想念
169,男女,"以前總喜歡把愛情比做火焰，
而現在三十有餘，面臨著燒不起來的狀況。

年輕的時候，燃燒的是青春，碰上有好感的對象，
儘管熱臉貼冷屁股，還是可以奮不顧身的用愛火去點燃對方，
那是一種點燃引信的感覺，不管最後的結果是轟烈的C4還是璀璨的煙花，
那都是成長的痕跡。

隨著年齡漸長，進入較長期穩定的交往，燃燒的是靈魂，
兩個人相處，不是為了將彼此燒盡，而是想維持這穩定的溫暖，
那是一種壁爐在燃燒的感覺，在火堆中投入的是彼此的過往與現在，
價值觀、人生觀甚至家庭、經濟、未來願景等等，都在影響著這團火，
不論是誰先枯竭，當有一方停止投入，那終究是將熄的餘燼。

兩年後，覺得自己已經整理好，準備重新開火，
有點硬著把庫存的青春拿出來燒，去搭建下一個篝火，
但不知怎麼著，不管投入什麼都有種燃燒不完全的感覺，
溫度不夠、燒出黑煙等等，後來怕把彼此毒死，便一起將火滅了。

又過了兩年，旁人總說我該積極主動點，
不是不想談戀愛，親友介紹、公司新人、朋友的朋友，甚至歐兔，
有機會都願意嘗試，認識的對象條件不差，但總是無疾而終。

或許僅存的青春已如火柴棒一般，怕還沒點燃以前自己就燒完了，
或許是經歷過靈魂的燃燒殆盡，已經從可燃變成不可燃了，
或許害怕那種不完全燃燒的經驗再次上演，誤了對方，
懷念那能為愛奮不顧身的自己，但似乎回不去了，
總之，似乎就是少了什麼，能讓我燒起來。


不知道版友們是否也曾經歷過類似的狀況，
後來是什麼因素讓你重新燃燒呢？


--","
懷念那能為愛奮不顧身的自己",懷念
170,男女,"在一起兩年了
卻因為工作因素分隔兩地
都是剛出社會的我們
也負擔不起那麼頻繁的相見

第一天，送你去機場
晚上下班後，發現相處兩年的租屋
突然變得好空，哭了一整夜，睡不著覺

第二天，第一次這麼開心客人來得很多
忙到連想你的時間都沒有，
然而回到家那股空虛感再次襲向我

想到當初我媽跟我說，
送我到外地念書時，每天都能見面的孩子
忽然半個月才能見到一次
她那幾個晚上都哭到睡著
那時的我無法體會，直到現在才懂
分離的滋味是如此難受

今天是第三天，終於能稍微止住淚水
休假的日子，去了那些我們共同記憶的地方
心情漸漸地平靜下來

真的很感謝科技如此進步
視訊跟免費通話都能減緩彼此的想念

感謝大家看完
我只是想要抒發一些思念的情緒
或許22歲的我真的太多愁善感了


-----
Sent from JPTT on my Samsung SM-G610Y.

--","去了那些我們共同記憶的地方
心情漸漸地平靜下來

真的很感謝科技如此進步
視訊跟免費通話都能減緩彼此的想念

感謝大家看完
我只是想要抒發一些思念的情緒
或許22歲的我真的太多愁善感了


-----
sent from jptt on my samsung sm-g610y.

--",想念
171,男女,"在一起兩年了
卻因為工作因素分隔兩地
都是剛出社會的我們
也負擔不起那麼頻繁的相見

第一天，送你去機場
晚上下班後，發現相處兩年的租屋
突然變得好空，哭了一整夜，睡不著覺

第二天，第一次這麼開心客人來得很多
忙到連想你的時間都沒有，
然而回到家那股空虛感再次襲向我

想到當初我媽跟我說，
送我到外地念書時，每天都能見面的孩子
忽然半個月才能見到一次
她那幾個晚上都哭到睡著
那時的我無法體會，直到現在才懂
分離的滋味是如此難受

今天是第三天，終於能稍微止住淚水
休假的日子，去了那些我們共同記憶的地方
心情漸漸地平靜下來

真的很感謝科技如此進步
視訊跟免費通話都能減緩彼此的想念

感謝大家看完
我只是想要抒發一些思念的情緒
或許22歲的我真的太多愁善感了


-----
Sent from JPTT on my Samsung SM-G610Y.

--","去了那些我們共同記憶的地方
心情漸漸地平靜下來

真的很感謝科技如此進步
視訊跟免費通話都能減緩彼此的想念

感謝大家看完
我只是想要抒發一些思念的情緒
或許22歲的我真的太多愁善感了


-----
sent from jptt on my samsung sm-g610y.

--",思念
172,男女,"我們兩個故事是從我18歲那年夏天開始的，我要升大一，而你是我升高三的學妹。
在一場朋友家的烤肉活動認識了妳，那時我覺得一個高三的女生，整天玩樂真的很可惜，
於是我向妳提議我來陪你讀書。

妳說這是我打動你的關鍵，也使我們生活開始有了交集。在妳積極的示好及坦白後，我們
在一起了，這是我的初戀。
我承認，我剛開使並沒有把我的心交出來給你，那時的我根本不懂得愛人。不夠體貼，不
夠大方，甚至幾塊錢也跟你計較，但是妳完全不介意。

後來很幸運的，你考上了我的大學，開始了我們的三年的同居生活。
剛開始兩人的生活習慣不同，價值觀念的差異，我們時常爭吵，你也因此提了好幾次分手
。
但最後我們總是放不下彼此，抱
著痛哭和好。
在這段交往的日子，我慢慢的把我的心交給了妳。

過了磨合期，我們幾乎不吵架了，彼此的生活習慣及底線，我們都知道。
這時我出國當交換學生，雖然只有短短的五個月，卻讓我們嚐到了第一次遠距離的感覺。
也謝謝妳在這段期間，隻身飛來就為了與我見面。

回國後，我們甜蜜的渡過剩餘的大學時光。我決定報考研究所，我也幸運的考上理想的學
校。但是它卻離我們的家很遠。

我們天真的以為，我們堅實的感情，不會被距離所打敗。但後來妳跟我說，你在我離開妳
去讀書後，妳常常晚上偷偷掉淚的想念我，哭著哭著，慢慢的就不痛了。

兩年後，我研究所畢業了，找到了理想的工作後。這時的妳寫了封信恭喜我，也向我提出
了分手。我當時很錯愕，我哭著求你留下來。
我跟妳說我畢業了，我回來了，以後不會再有遠距離，希望妳能再給我們一次機會。幾經
掙扎後妳答應了，妳願
意再跟我繼續走下去。

工作後我租了間小套房，我們又再次同居在一起，大學時代的回憶都回來了。
我是工程師，你是國考生。平常的時候我上班，你就在家裡讀書。

ㄧ切都看似美好之時，卻埋下了禍因的種子。
對不起親愛的，我總是把自己的事安排在你前面。假日我總是想在家裡作自己的事，我應
該要帶你出去走走的。

對不起親愛的，我不夠浪漫，我沒有在我們長年的愛情齒輪添加潤滑劑。每天只會盯著你
唸書，忘記了帶你出去消除壓力。
對不起親愛的，很多日積月累的小事沒有處理好，也慢慢的腐蝕著我們的愛情。

於是妳在上週，又再一次跟我提了分手，而我知道這次妳是深思熟慮後才跟我提出來的。
謝謝你親愛的，提了分手後，願意照顧我的情緒，靜靜的讓我把我想講的話講完。也謝謝
妳把你七年的青春交給了我。

童話故事結局總是美好的，但是現實總是有失落的，而我在今天決定放手。
是妳教會我從男孩變男人，是你教會我怎麼去愛一個人。

親愛的謝謝你這七年的照顧，也許有一天，當我們兩個重新相遇了，也許，這故事，可以
繼續寫下去。

心中總是有個懊悔，也許我當初沒有去很遠的地方唸書，我們會步入禮堂，在眾人的祝福
中說我願意，有著童話故事般的結局。

最後，現在的我退回了朋友的位置，嘴巴說著祝福你，心裡卻還是放著你。
祝你幸福，親愛的，我的初戀。


--",妳常常晚上偷偷掉淚的想念我,想念
173,男女,"不好意思，我第一次發文，如果排版不好請鄉民們鞭策小力點(＞人＜;)，不知道為什麼

我是個在監獄管理人犯的小小公務員，由於我們收容人會因為疾病而住院，為了預防脫逃
，所以會加派警力住守在醫院的病房內。
在一次的因緣際會下，我認識當時還在值班的護理人員小菇，ㄧ開始大家會好奇彼此的工
作是什麼，見面時會寒暄ㄧ下。
有天小茹說：他哥哥想報考獄警，問我能不能給她訊息？
我說：那還是我用賴檔傳給妳？有問題就賴上問？
隨者時間的推移，我們漸漸的會聊彼此的心事，從工作到愛情，從公事到私事，每當有心
煩的事，都會想找她聊，而她也是這樣，當時的我不知道原來我已經喜歡上她了，覺得這
也許只是好朋友的感覺。
但不知道從何開始，她與我的聯繫越來少、我也沒立場問她，為什麼聯繫次數變少了，直
到某天情人節前夕，她才坦承她有喜歡的人了，只因為她等不到我的告白，以為我只把她
當朋友，才接受現在的男朋友，雖然我聽到這消息是強顏歡笑的祝福她要好好跟男朋友生
活，但我卻不知道為什麼，那麼難受
也因為難受、我才明白自己在當時已經喜歡上她，或許人常說：「得不到才是最美與回憶
的吧。」
我知道，現在的妳常跟我們共同朋友抱怨跟現在的老公處不是很好，也想離婚，但我仍祝
福妳，希望妳能愛妳所選的，好好的跟他走ㄧ輩子，我永遠記得那段我們無拘無束的談天
時光。
我有首心情想送給妳，雖然我明白也許妳看不到，但容許我在這誰都不認識我的天地裡好
好傾訴我曾對妳的愛與想念。

『想念的風景』

窗台外的夜景特別安靜
淡淡月光拉長背後身影
思緒沉浸在過往的場景
回憶緩緩流暢無窮無盡

妳是我想要守住的秘密
小心翼翼不讓別人靠近
妳的聲音還在我的內心
有些話如詩一般的柔情

互相傾訴不曾有的心情
說完之後總會雨過天晴
經歷的愛情總是太年輕
妳卻是我想回去的風景

最後有人對妳說了決定
妳的微笑揚起幸福表情
或許想起了過往的曾經
天空似乎看透我的心情

白雲開始緩緩落下雨滴
在湖面盪漾著妳的背影
有些話無法說的太透明
有些事終究會風淡雲輕

原來這份愛已無法前進
唯有祝福才是好的結局
妳是我人生難忘的旅行
謝謝妳陪我走這段夢境

情緒點點滴滴封裝成瓶
埋在心底沉落最深之際
我會緩緩淡出妳的內心
就像窗外已是下個天明

謝謝妳，曾給我的美麗。

--","但容許我在這誰都不認識我的天地裡好
好傾訴我曾對妳的愛與想念",想念
174,男女,"不好意思，我第一次發文，如果排版不好請鄉民們鞭策小力點(＞人＜;)，不知道為什麼

我是個在監獄管理人犯的小小公務員，由於我們收容人會因為疾病而住院，為了預防脫逃
，所以會加派警力住守在醫院的病房內。
在一次的因緣際會下，我認識當時還在值班的護理人員小菇，ㄧ開始大家會好奇彼此的工
作是什麼，見面時會寒暄ㄧ下。
有天小茹說：他哥哥想報考獄警，問我能不能給她訊息？
我說：那還是我用賴檔傳給妳？有問題就賴上問？
隨者時間的推移，我們漸漸的會聊彼此的心事，從工作到愛情，從公事到私事，每當有心
煩的事，都會想找她聊，而她也是這樣，當時的我不知道原來我已經喜歡上她了，覺得這
也許只是好朋友的感覺。
但不知道從何開始，她與我的聯繫越來少、我也沒立場問她，為什麼聯繫次數變少了，直
到某天情人節前夕，她才坦承她有喜歡的人了，只因為她等不到我的告白，以為我只把她
當朋友，才接受現在的男朋友，雖然我聽到這消息是強顏歡笑的祝福她要好好跟男朋友生
活，但我卻不知道為什麼，那麼難受
也因為難受、我才明白自己在當時已經喜歡上她，或許人常說：「得不到才是最美與回憶
的吧。」
我知道，現在的妳常跟我們共同朋友抱怨跟現在的老公處不是很好，也想離婚，但我仍祝
福妳，希望妳能愛妳所選的，好好的跟他走ㄧ輩子，我永遠記得那段我們無拘無束的談天
時光。
我有首心情想送給妳，雖然我明白也許妳看不到，但容許我在這誰都不認識我的天地裡好
好傾訴我曾對妳的愛與想念。

『想念的風景』

窗台外的夜景特別安靜
淡淡月光拉長背後身影
思緒沉浸在過往的場景
回憶緩緩流暢無窮無盡

妳是我想要守住的秘密
小心翼翼不讓別人靠近
妳的聲音還在我的內心
有些話如詩一般的柔情

互相傾訴不曾有的心情
說完之後總會雨過天晴
經歷的愛情總是太年輕
妳卻是我想回去的風景

最後有人對妳說了決定
妳的微笑揚起幸福表情
或許想起了過往的曾經
天空似乎看透我的心情

白雲開始緩緩落下雨滴
在湖面盪漾著妳的背影
有些話無法說的太透明
有些事終究會風淡雲輕

原來這份愛已無法前進
唯有祝福才是好的結局
妳是我人生難忘的旅行
謝謝妳陪我走這段夢境

情緒點點滴滴封裝成瓶
埋在心底沉落最深之際
我會緩緩淡出妳的內心
就像窗外已是下個天明

謝謝妳，曾給我的美麗。

--","

『想念的風景』

窗台外的夜景特別安靜
淡淡月光拉長背後身影
思緒沉浸在過往的場景
回憶緩緩流暢無窮無盡

妳是我想要守住的秘密
小心翼翼不讓別人靠近
妳的聲音還在我的內心
有些話如詩一般的柔情

互相傾訴不曾有的心情
說完之後總會雨過天晴
經歷的愛情總是太年輕
妳卻是我想回去的風景

最後有人對妳說了決定
妳的微笑揚起幸福表情
或許想起了過往的曾經
天空似乎看透我的心情

白雲開始緩緩落下雨滴
在湖面盪漾著妳的背影
有些話無法說的太透明
有些事終究會風淡雲輕

原來這份愛已無法前進
唯有祝福才是好的結局
妳是我人生難忘的旅行
謝謝妳陪我走這段夢境

情緒點點滴滴封裝成瓶
埋在心底沉落最深之際
我會緩緩淡出妳的內心
就像窗外已是下個天明

謝謝妳",想念
175,男女,"想問大家遇過幾個真的很喜歡的人，不知道是我太不容易敞開心房，還是真的沒有遇到，

我曾經很喜歡一個人但之後再也沒有人讓我有那麼喜歡的感覺，

我並沒有想念他，只是覺得自己遇到喜歡的人也太少了吧！可能有一點喜歡但又沒有到真
的那麼愛，是我有什麼問題嗎？

--","

我並沒有想念他",想念
